Product Name,Current Date,Current Price,Old Date,Old Price,Category
Ray-Ban 0RB4187 622/8G 54 Unisex Güneş Gözlüğü,09/06/2023,1765,15/06/2022,1215,unisex-gunes-gozlukleri
Nascita 36'lı Tel Toka,09/06/2023,17,11/06/2022,14,toka-tac-sac-bandi
Kenko KK-613D Alarmlı Dijital Masa Saati,09/06/2023,35,10/06/2022,23,alarmli-saatler-radyolar
Gillette Normal Cilt 200 ml Tıraş Jeli,09/06/2023,49,10/06/2022,35,tiras-jelleri-kopukleri-kremleri
Gillette Venus Riviera 2 li Kullan At Tıraş Bıçağı,09/06/2023,68,10/06/2022,45,tiras-bicagi-ve-yedekleri
Sesu Yüz 20'li Hassas Ciltler Ağda Bandı,09/06/2023,44,10/06/2022,36,agda-urunleri-ve-makineleri
Yamaha C70 Klasik Gitar,09/06/2023,7172,12/06/2022,3694,klasik-gitarlar
Squier Bullet Strat HSS Elektro Gitar,09/06/2023,5529,10/06/2022,4200,elektro-gitarlar
Triathlon T-132 Kare Desenli Tahta Kaykay,09/06/2023,135,17/06/2022,139,kaykay
Selex 5316 Badminton Raketi,09/06/2023,287,28/06/2022,247,tenis-badminton
Dijitsu DB100 93 lt Mini Buzdolabı,09/06/2023,3481,10/06/2022,2299,buzdolaplari
Beko 754140 MB E Enerji Sınıfı 114 lt Tek Kapılı Büro Tipi Mini Buzdolabı Beyaz,09/06/2023,5892,10/06/2022,3599,buzdolaplari
Luxell LX-7115 Tekli Elektrikli Emaye Yüzeyli Ocak Siyah,09/06/2023,390,10/06/2022,255,ocaklar
Philips HD9318 3000 Serisi Kettle,09/06/2023,639,10/06/2022,389,su-isiticilari-kettle
Awox Armada Çelik Kettle 1800 W 1.8 lt Kapasiteli Su Isıtıcı,09/06/2023,214,10/06/2022,140,su-isiticilari-kettle
Arzum AR3015 Bollento 1200 W 2 lt Kapasiteli Su Isıtıcı,09/06/2023,384,10/06/2022,298,su-isiticilari-kettle
Fashy Gri Kılıflı Sıcak Su Torbası,09/06/2023,254,14/06/2022,150,sicak-su-torbasi
Otifleks Uyku Bandı,09/06/2023,74,10/06/2022,48,kamp-aksesuari
King Kmt645 Otto Mini Tost Makinesi,09/06/2023,279,10/06/2022,229,tost-makineleri
Sinbo Ssm-2513 Granit 750 W Mini Tost Makinesi,09/06/2023,293,24/06/2022,391,tost-makineleri
Kiwi KSM 2405W 750 W Waffle Makinesi,09/06/2023,299,18/06/2022,224,waffle-makinesi
Harley Davidson Jim Erkek Bot,09/06/2023,1223,07/07/2022,1394,erkek-botlari
Converse Chuck Taylor All Star Spor Ayakkabı SİYAH,09/06/2023,999,21/06/2022,1399,spor-ayakkabi
Birkenstock Arizona Kadın Sandalet,09/06/2023,299,11/06/2022,499,kadin-terlikleri-ve-sandaletleri
Birkenstock Arizona Siyah Erkek Terlik,09/06/2023,1239,17/06/2022,713,erkek-terlikleri-ve-sandaletleri
Sandisk Cruzer Blade SDCZ50-016G-B35 16GB Flash Bellek,09/06/2023,67,25/06/2022,69,flash-bellekler
Satranç Takımı,09/06/2023,54,26/06/2022,37,satranc
Star Masif Sedef Büyük Boy Tavla,09/06/2023,432,09/06/2022,229,tavla
Ring Light Led Işıklı Tripod Bluetooth Kumandalı Adaptörlü,09/06/2023,182,10/06/2022,141,tripodlar
Arçelik K 3283 IN 1650 W 0.7 lt Demleme Çay Makinesi Inox,09/06/2023,1389,10/06/2022,786,cay-makineleri
Philips HD7301-00 1700 W 0.9 lt Demleme 1.9 lt Su Isıtma Kapasiteli Çay Makinesi Siyah,09/06/2023,809,10/06/2022,459,cay-makineleri
Edding Siyah 360XL Tahta Kalemi,09/06/2023,19,11/06/2022,10,yazi-tahtasi-kalemi
Edding E360XL Mavi Tahta Kalemi,09/06/2023,19,10/06/2022,11,yazi-tahtasi-kalemi
Edding 360Xl Kırmızı Beyaz Tahta Kalemi,09/06/2023,21,09/06/2022,9,yazi-tahtasi-kalemi
Samsung Galaxy A23 128GB 6GB Ram 6.6 inç 50MP Akıllı Cep Telefonu,09/06/2023,7299,10/06/2022,4399,cep-telefonlari
Samsung Galaxy S22 5G 128GB 8GB Ram 6.1 inç 50MP Akıllı Cep Telefonu,09/06/2023,16719,10/06/2022,13550,cep-telefonlari
Apple Lightning MMTN2TU A Konnektörlü EarPods,09/06/2023,275,10/06/2022,218,kulaklik
Fe Büyük Tırnak Makası,09/06/2023,22,10/06/2022,13,tirnak-makasi
Nascita Tırnak Makası,09/06/2023,19,10/06/2022,11,tirnak-makasi
Solingen 7338 Cımbız,09/06/2023,41,14/07/2022,35,cimbizlar
Nascita NASCIMBIZ017 Solingen Cımbız,09/06/2023,29,12/06/2022,22,cimbizlar
Nascita Renkli Duş Lifi,09/06/2023,15,14/06/2022,5,banyo-bakim-aksesuarlari
Nascita Saplı Yeşil Banyo Duş Lifi,09/06/2023,36,10/06/2022,13,banyo-bakim-aksesuarlari
Hoover HF 3F54L0NW-17 Bulaşık Makinesi,09/06/2023,5749,12/06/2022,3491,bulasik-makineleri
Altus 413 P Bulaşık Makinesi,09/06/2023,6142,10/06/2022,3869,bulasik-makineleri
Incia 500 Ml Doğal Bulaşık Sabunu,09/06/2023,49,01/07/2022,32,sabunlar
Pril 1350 ml Limon Sıvı Bulaşık Deterjanı,09/06/2023,47,13/07/2022,31,sabunlar
Benetton BNT734 Bej Kadın Cüzdan,09/06/2023,374,14/06/2022,239,bayan-cuzdan
Apera AN-39 Taba Suni Deri Erkek Cüzdan,09/06/2023,99,05/08/2022,44,erkek-cuzdan
Kindfox KF01 Siyah Vegan Deri Erkek Kartlık Cüzdan,09/06/2023,99,11/06/2022,69,erkek-cuzdan
DeFacto X0713AZNS Kadın Dama Desenli Suni Deri Cüzdan,09/06/2023,129,09/06/2022,89,bayan-cuzdan
Everest Efn-521 Masaüstü Şarj Edilebilir 1200 mah Usb Fan,09/06/2023,413,17/08/2022,249,vantilatorler
Everest EFN 482 Vantilatör,09/06/2023,88,14/06/2022,72,vantilatorler
Carlovy VLA9-4/4 Keman,09/06/2023,3350,26/06/2022,2911,kemanlar
JBL XTREME 3 Su Geçirmez Taşınabilir Bluetooth Hoparlör,09/06/2023,7999,10/06/2022,6509,studyo-ve-sahne-ekipmanlari
HP 106A-W1106A Orjinal Toner,09/06/2023,410,11/06/2022,108,tonerler
Canon PG-46 9059B001 Siyah Kartuş,09/06/2023,263,12/06/2022,218,kartuslar
Giz Home Carluccı 75x150 cm 26j Kilim,09/06/2023,307,09/06/2022,249,kilim
MarkaEv 5023A Tuft Turuncu Kilim,09/06/2023,459,10/06/2022,339,kilim
Özdilek Ranforce Petunia Gri Tek Kişilik Nevresim Takımı,09/06/2023,479,01/07/2022,483,nevresim-takimi
Nevresim Dünyası Nadine Moda Ranforce Çift Kişilik Nevresim Takımı Seti,09/06/2023,380,11/06/2022,299,nevresim-takimi
Nurpak Bamboo 2'li 30x50 cm Pudra Mutfak Havlusu,09/06/2023,56,25/07/2022,44,mutfak-havlusu
Nurpak Bamboo 2'li 30x50 cm Su Yeşili Mutfak Havlusu,09/06/2023,56,25/07/2022,44,mutfak-havlusu
Asper Blackout Pilesiz Ekstraforlu Karartma Işık Geçirmez Fon Perde,09/06/2023,110,09/06/2022,79,fon-perde
Brillant MZ480 180 X 200 cm Beyaz Zebra Stor Perde,09/06/2023,209,17/06/2022,140,stor-perde
Prado 180x200 cm Kır Banyo Duş Perdesi,09/06/2023,173,10/06/2022,139,dus-banyo-perdesi
Taç Pure 85x150 cm Bej Havlu,09/06/2023,220,12/10/2022,230,el-yuz-havlusu
Taç Emmy 30x50 cm Pudra Havlu,09/06/2023,80,01/09/2022,78,el-yuz-havlusu
Özdilek Microsoft MC Beyaz Düz Tek Kişilik Yorgan,09/06/2023,293,01/07/2022,291,yorgan
Gourmet Perle Izgara Sığır Etli 85 gr Kedi Maması Pouch,09/06/2023,16,10/06/2022,10,ezme-perle-kedi-mamasi
Santa Monica God Of War PS4,09/06/2023,139,20/06/2022,130,playstation-4-ps4-oyunlari
Apple MHJE3TU/A 20W USB C Güç Adaptörü,09/06/2023,219,10/06/2022,129,bilgisayar-cevirici-ve-adaptoru
Addison 300870 Ekran Temizleyici Sprey 200 ml + Mikrofiber Bez,09/06/2023,69,10/06/2022,20,dizustu-bilgisayar-aksesuarlari
Apple iPhone 7 32 GB 4.7 İnç 12 MP Akıllı Cep Telefonu,09/06/2023,14500,09/06/2022,4090,cep-telefonlari
Puma 58672501 Active Small Logo Tee Erkek Siyah Günlük Stil Tişört,09/06/2023,290,21/06/2022,237,erkek-t-shirt
Zippo Z-200 Çakmak,09/06/2023,599,10/06/2022,465,cakmak
Beyaz Fotoselli Alarmlı Işıklı Dijital Masa Saati,09/06/2023,118,01/07/2022,109,masa-saati
Rayban RB4165-622-T3 Unisex Güneş Gözlüğü,09/06/2023,1199,02/07/2022,2100,unisex-gunes-gozlukleri
Scrabble Y9592 Original İngilizce Kutu Kelime Oyunu,09/06/2023,230,09/06/2022,167,yetiskinler-icin-oyunlar
Bofigo Kamp Sandalyesi Kırmızı Katlanır Piknik Sandalyesi,09/06/2023,169,10/06/2022,128,kamp-sandalyesi
Eastpak Doggy Bag Bel Çantası,09/06/2023,440,10/06/2022,408,unisex-bel-cantasi
Tupperware 750 ml Eko Şişe Suluk,09/06/2023,189,20/06/2022,104,suluk
Tupperware 1 lt Beyaz Eko Şişe Suluk,09/06/2023,235,19/06/2022,169,suluk
Tupperware 310 ml Şişe Suluk,09/06/2023,134,10/06/2022,64,suluk
Lego 854187 Star Wars Grogu Anahtarlık,09/06/2023,212,12/06/2022,180,anahtarlik
Lego 854153 Marvel Spiderman Miles Morales Key Chain,09/06/2023,199,01/07/2022,249,anahtarlik
Adidas C77124 Superstar Unisex Spor Ayakkabı Beyaz,09/06/2023,489,09/06/2022,369,spor-ayakkabi
Pharmaton Vitality 60 Kapsül,09/06/2023,216,10/06/2022,105,bitkisel-besin-destekleri
Sebamed Sun Care Multi Protect 150 ml Spf50+ Güneş Losyonu,09/06/2023,160,14/06/2022,132,gunes-kremleri-ve-losyonlari
